	-1.197767946	0.715511551	1.114245212	-1.075823503	-0.925641602	1.603918362	-1.171236157	-0.918078959	-0.960854658	0.55024151	-0.575576039	0.473231877	1.724552668	-0.69440307	0.349277908	1.999221651	2.104668215	1.607003522	1.421160523	-0.046504002	-0.504522641	1.098227267	-0.581469729	0.34922154	0.303373277	-0.880158802	1.641331994	-1.040346674	-1.339653436	1.332627164	-1.159315297	0.13291649	-0.51801369	-0.969720968	-0.214517967	-0.944010238	-0.396427711	-0.211731067	-1.164327492	1.324922159	-0.563282459	1.953073375	-0.209609387	1.426766379	-0.486947938	-0.757516476	-0.256300495	-0.167992597	-1.001536387	0.499195644	1.436530953
-1.137116574		0.831930444	0.126043166	0.126444462	-0.252527627	-0.369782233	0.936431892	0.996444703	-0.636688146	1.163335989	-0.825110734	2.381570986	-0.122794252	-0.047218843	0.565597658	-0.791681381	-0.859026618	0.628444579	0.231406057	-0.656077361	2.713569043	0.098405862	-0.309760289	0.212236049	1.012284781	-0.297868883	-0.01544216	-0.766395086	-0.199908139	0.134999118	-0.993223658	1.838892402	-0.004821286	-0.361223881	1.989235937	0.246045916	0.690091544	0.092391057	-0.167180686	-0.024369596	-0.445070777	-0.741944105	-0.290273705	-0.211490492	-0.257331429	0.188170195	0.223052882	0.149234298	0.119117159	0.375070009	0.010207938
0.50202604	1.233970407		1.946029179	0.168740991	-0.54502379	1.074223295	-0.237109406	-0.005887036	-0.374948329	2.114918195	0.042730248	0.021026917	0.748781918	-0.771734092	-1.057843412	0.868945178	0.506102094	-1.266564131	1.011007983	-0.85400682	0.786148549	1.920724939	-0.683242102	0.923235363	2.455498169	-0.008810184	1.311287648	-0.318064359	-0.423356501	0.81088952	-0.643554625	-0.0029427	-0.350645151	-0.622239736	0.513357746	0.265029076	0.324164441	0.573956215	-0.162293616	1.047398541	-1.046103326	0.737116454	0.248611328	0.988688527	-1.074718932	0.107241791	0.355270132	0.288022148	-0.088951533	0.415242496	1.05336133
1.04162376	0.158515856	2.034611869		-0.526329984	-0.786072123	1.024798998	0.304218212	-0.346895606	-0.765423642	2.083213823	-0.434470199	-1.516096736	1.027883301	-0.996419759	-1.214351746	1.050590565	1.023097718	0.138617018	1.086124856	-0.756373323	-0.341076952	2.03601913	-0.538461839	0.669077721	2.206343216	-0.536050325	1.207890098	-0.39008037	-1.120120644	1.313541937	-0.643468548	-1.279131502	-0.719150416	-0.900117143	-1.547525866	-0.325610047	0.132383783	0.115242747	-0.73512964	1.339062993	-0.903724646	1.002905309	0.14302095	1.216120354	-1.196671643	-0.194109456	-0.03862997	-0.120722255	-0.309236236	0.481315695	1.124882747
-0.892584789	0.32469746	0.255790015	-0.328067911		-0.575059183	-0.17250495	-0.105221632	-0.842189942	0.163891966	-0.142682077	0.987526551	-0.057151673	-0.509743456	1.603471256	-0.304324028	-0.477065185	-0.759869742	-0.652666743	-0.352863476	-0.070639057	-0.115259919	-0.450749753	-0.535120744	0.996680675	0.174047642	0.816154335	-0.482683268	0.36910073	0.402769694	-0.373041351	-0.367573752	0.899491443	-0.046267795	-0.226727411	1.022012081	1.603850451	1.163106684	0.888977583	1.524218357	-0.63082585	0.116056496	-0.815552706	0.769508645	-1.069125182	0.021686525	1.145441993	1.610137047	1.057147574	1.10058016	-0.0573777	-0.475813656
-0.712054345	-0.933140507	-0.797485084	-0.871492421	-0.747343097		-0.454073242	-0.438573754	2.254872433	0.546653493	-1.267014022	-0.275328948	-1.089349762	-0.906873517	-1.12633376	-0.805572302	-0.665604665	-0.646784392	-1.047541749	-0.929276492	1.653447877	-1.414485876	-0.809653004	1.397248766	-1.592433196	-0.543993856	-0.446345368	-0.590353233	-0.429459668	-0.034760471	-1.154474092	0.28243998	-0.625203498	1.558985877	-0.076401351	-0.702016903	-1.208071288	-1.269458825	-1.429840528	-0.787417556	-0.70952531	-0.472843508	-0.50147358	-1.277625795	-0.802478017	-0.476672149	-1.404966945	-1.483871812	-1.030116388	-1.361119125	-1.243979742	-0.742415596
1.879476576	-0.281944234	1.080255198	1.06497676	-0.720026231	-0.608186221		-0.557694552	-0.376927406	-0.559052995	0.849700462	-0.546568754	-0.716933136	1.649688545	-1.134527006	0.430637375	2.003152783	1.866182272	1.151257948	1.548207941	-0.787199503	-1.352730208	1.250493521	-0.509332473	0.643008686	0.975463881	-0.705445531	1.66561103	-0.716916478	-1.443506801	1.709804651	-1.22948606	-0.843907122	-0.528869438	-0.547576106	-1.446804409	-0.423715335	-0.115142577	-0.045222936	-0.875429353	1.614654285	-1.123119161	1.67404868	-0.159227606	1.451272099	-1.101366189	-0.19508341	0.209525927	-0.104847228	-0.624168025	1.086929683	1.674906942
-1.081564428	-0.38281173	-1.303076729	-0.9727094	-1.245194362	1.770378944	-1.051503112		2.687139629	0.177263972	-1.031969231	-0.792824396	-0.3995129	-0.551314409	-1.118014696	3.158147364	-1.195407623	-1.116466512	-0.629632048	-0.474057405	2.170023344	-0.495781356	-1.130630017	2.441434167	-1.301345446	-1.074851653	-0.248685261	-0.827691253	-0.063582014	0.730592414	-0.433657448	0.674928746	-0.955567131	3.343348007	0.729975703	-0.331650302	-1.27624261	-1.47323811	-0.852613276	-0.881052816	-0.679268723	-0.14595254	-1.010352459	-1.214538621	-0.789706998	0.439043023	-1.14845796	-1.615630352	-1.115471302	-0.269990529	-1.492364313	-0.901518281
-0.615109263	-0.441559997	-1.736120453	-0.997098459	-1.15421652	-0.920403213	-1.267023893	-0.309521856		-0.46062957	-1.708848331	-0.92416939	0.306889117	-1.026584353	-1.50547634	-0.635956399	-0.92145789	-1.038002552	-1.075939474	-0.930793394	2.502283639	-1.179236254	-1.13711178	0.006006857	-1.900065968	-1.698565435	-1.073442025	-1.141816437	-1.241729021	-0.039761469	-0.564570525	-0.245522587	-0.750901438	0.186720901	-0.881227874	-0.952661648	-1.431450274	-1.087218108	-1.662567712	-1.098948551	-0.799437644	-0.984415736	-1.085191207	-0.545935785	-0.826386602	-0.73886909	-1.021965049	-1.393688661	-0.77782528	-1.389044109	-1.330470049	-1.093324809
-1.044060714	-0.283641713	-0.939638999	-0.926969445	0.373007225	0.69320983	-0.958602954	2.165891173	2.043628411		-0.908641111	0.826432831	-0.38408989	-0.985400886	0.269082538	0.503436931	-0.879432839	-0.833530253	0.244742382	-0.810080708	0.438406436	-0.552976561	-0.916778304	0.890994955	-0.959348432	-0.155615643	1.141671235	-0.926212855	1.714637623	2.052407353	-0.879225088	1.566244501	0.468245897	1.65991152	0.896611013	-0.131950624	-0.35535013	-1.041584534	0.01546879	0.423061433	-0.805088823	0.601260474	-0.991710768	-0.451571407	-0.941868834	1.053947319	-0.352934934	-0.549101015	-0.147978777	0.603191349	-1.54959567	-0.980496579
0.1634076	1.923933854	1.676810117	1.773251565	-0.087870678	-0.332996163	0.654244026	0.008666385	0.052614206	-0.817362241		-0.487688683	0.982435624	0.828329276	-0.260652419	-0.58858604	0.507613438	0.33710411	-1.420870499	1.053690468	-0.810805899	1.835980383	1.34216909	-0.686272527	0.907437902	1.923708787	-0.285093971	0.993218691	-0.434849453	-0.747240315	1.349068685	-0.722944635	-0.493203644	-0.921749252	-1.053374546	0.143290384	0.137315812	0.784657312	0.118767625	-0.365281477	1.016776018	-1.038769454	0.457739773	0.116786468	0.809715468	-1.19326613	0.077147464	0.204749631	0.161527847	-0.088809727	1.211840673	0.983591964
-0.569719758	-0.226166289	-0.017593167	-0.190846613	0.848945419	0.255516118	-0.312882222	-0.491927146	-0.96546461	1.512495014	-0.301365471		-0.997745341	-0.692179605	1.801979677	-0.169363884	-0.273656877	-0.459655106	-0.56990141	-0.678119498	0.884415532	-0.630751479	-0.265281256	-0.634485448	0.503716817	0.248410014	1.267829393	-0.47357586	1.20394736	0.966448541	-1.183729082	1.134249609	0.135279613	-0.092451462	0.515076549	-0.570886591	0.542851918	0.010003839	0.673219959	0.889050447	-0.616301563	0.695937051	-0.201125741	0.601949683	-0.477658316	0.539882956	0.21700806	0.354573987	0.769267354	0.357164592	-0.42444403	-0.485656097
0.556703155	2.344037965	-0.913159952	-1.352943342	0.17406758	-0.464374104	-0.862257323	-0.296486633	0.653553485	-0.291781527	-0.219383756	-0.789623855		-0.928855752	0.350227163	0.789852619	-0.325339067	0.254948538	1.507125235	-0.97251883	-0.535875997	2.627557921	-1.255077062	-0.758252164	-0.433972166	-0.278469987	-0.520129982	-0.848049162	-0.476162412	0.108180476	-0.75070786	-0.780610659	2.783951044	-0.952237378	-0.504449214	1.851261151	0.094595501	0.470161057	-0.644896636	0.088133204	-1.171657951	-0.019124329	-0.357895054	-0.613536196	-0.75740681	0.142512339	-0.087626534	-0.42274579	-0.78238741	0.247559996	0.212398383	-1.102446334
1.551062958	0.424737712	0.835336284	1.034241817	-0.990450224	-0.116649575	1.436969867	-0.187570694	-0.178135934	-1.106693607	1.066142186	-1.150935324	-1.17963505		-0.393749003	-0.744243451	1.565194128	1.539926127	1.039530608	1.723131348	-0.208130184	-1.142864525	1.084869735	-0.734812799	0.774213384	0.483457763	-1.063399724	1.384602529	-1.15686498	-1.493106984	1.621134465	-1.182516538	-0.867021355	-0.229291463	-0.905228014	-1.333983445	-0.808975649	-0.037484851	-0.422868281	-1.152601053	1.335407648	-0.842865087	1.671392713	-0.660774993	1.460191029	-1.039531806	-0.779206917	-0.395349213	-0.426376637	-0.67098671	1.32686277	1.442515952
-1.080568179	-0.650886817	-0.69570648	-0.747437135	1.446523571	0.150535033	-0.792305898	-0.887294641	-0.390162466	1.575350456	-0.680662096	2.052115635	-0.395730423	-1.019083191		-0.79392368	-0.765016423	-0.873730381	0.288047653	-1.162328105	0.502630328	-0.352570074	-1.001168827	-0.204803318	0.293965368	0.085420526	1.766979049	-0.839864072	1.956911662	1.847965262	-1.117984921	0.937809154	0.598633794	0.068322868	0.629859506	0.123280033	0.845709063	-0.062811043	0.603001836	1.600360519	-1.093660538	0.942858182	-0.862046808	0.76445896	-0.915890284	0.961116289	0.514228132	0.511368035	0.95563051	0.754781336	-0.761099074	-1.013977304
-0.786996208	-1.698386028	-0.913785781	-0.647562365	-0.81021111	0.227464883	-0.786396704	0.382848446	1.070627242	-1.29066317	-0.989967022	-0.48668672	-0.57070394	-0.778652102	-0.187189814		-0.542541231	-0.836476662	-1.365877711	-1.199326353	2.952737369	-1.091574781	-0.686858307	1.550568916	-1.093555742	-1.201857449	-1.057171049	-0.888023082	-1.085460154	-1.151704959	-1.175127795	0.287690654	-1.198268187	0.484354227	-0.177805551	-1.638480916	-1.092399861	-1.222375021	-1.464889012	-0.639212503	-1.16049819	-1.007572521	-0.724516157	-1.142472278	-0.617231677	-1.064833629	-1.413157841	-1.301045286	-1.112693441	-1.256906023	-1.132482715	-0.821136422
2.117784468	-1.60160771	0.669626441	1.003491835	-1.197543022	-0.802376585	1.830110459	-0.837500526	-0.832456665	-1.215734631	0.314560752	-0.779707984	0.192399112	1.624492191	0.210560844	0.415971741		2.099250116	1.423154887	1.313973971	-0.693400485	0.007940731	1.245163222	-0.303351331	0.287863501	0.236186369	-1.03907708	1.678987102	-1.21618264	-1.07856295	1.53367772	-1.028117174	0.153427077	-0.541513992	-1.078209444	-0.330765373	-0.929287345	-0.642608382	-0.587613182	-1.180562717	1.332026666	-0.573018486	1.873305396	-0.527038721	1.49484944	-0.510679114	-0.902358299	-0.395965229	-0.420598582	-1.131237704	0.267042295	1.371125101
