	0.305009412	0.198842344	0.123991811	-1.333096742	0.15376345	-1.17865507	-1.839652869	-0.823190932	2.07316826	0.471996352	0.629548409	0.310158783	-1.874966424	1.519186475	-1.013598117	-0.327605442	0.390683598	-1.190838142	-1.589813803	0.360457052	0.098099538	-0.02036728	0.231556475	-0.178145643	0.638843415	-1.373093592	1.311324125	0.724904022	0.167413146	0.245980683	-1.456583996	0.027767024	0.055379831	2.109615792	0.243255056	1.729761129	1.52943382	0.304386802	-0.61466552	0.117900642	-0.513467453	0.163783704	-1.596174108	1.102963002	-0.415259016
0.339985767		1.395526482	-0.144994845	-0.608751432	2.115607319	-1.168073218	-1.224959546	0.073683199	0.569808079	0.304051115	0.661447657	1.117554569	-0.310442966	0.079142386	-0.359247906	-2.098441526	0.703222842	-0.798866845	-0.758413456	1.514270557	1.483561661	2.302768111	-1.029907971	1.740017202	-0.325003534	-0.375968869	0.277161876	-0.546326369	-0.971487829	-0.534537645	-1.68190459	0.383211909	-1.529917385	0.287877718	1.523361582	-0.082323574	0.213332584	-0.552229953	-0.292256904	-1.003434339	-0.129781611	0.399128878	-1.257943016	0.296208717	0.004285117
0.172828288	0.712782628		1.329167169	-0.464974092	1.951441903	-1.142172681	-0.81886449	0.086242357	0.093040437	0.250607447	-0.349903625	1.111689452	-1.031900961	0.00305352	-0.37233108	-1.305165431	0.286051726	0.329929547	0.100466105	1.072761283	1.380548902	1.723513837	-1.352325117	0.843948924	-1.393163196	-0.076339755	-0.48448002	-1.204355016	-1.358548692	-1.400093535	0.93769317	0.206322088	-1.066047066	-0.105736677	2.012309178	-0.826218163	-0.742723441	-1.29079084	1.981763929	-1.423011403	-0.145547564	0.289333148	0.865248602	0.563233378	0.050715827
-0.01852849	0.325025926	0.908741245		1.086938356	0.665776926	1.004741601	0.464431432	0.35243419	-0.198094732	-1.26826215	-1.7152047	1.91756441	1.384937467	-0.419261383	0.163181948	-0.333691149	0.163670216	-0.126202558	0.864189182	1.495591844	1.41314903	0.439066187	-1.501772885	1.073482972	-1.574299325	0.307550332	-1.547585195	-1.525037773	-1.049912424	-1.399311453	1.345210557	0.256673348	-0.625225941	-0.304463787	0.686689496	-1.345610197	-1.189773201	-1.313878666	1.489031963	-0.966770776	0.221159812	-0.20614333	0.743225467	-0.191234405	0.047800614
-1.649688622	-0.746014007	0.045686221	-0.071157059		-0.641089886	1.400843956	1.945114356	0.664286547	-1.164360523	-2.192465536	-1.826525244	0.377187943	2.199667493	-1.572853122	0.342081893	0.419423553	-0.418332688	0.548525056	0.856913088	0.136706162	0.671192453	-0.587697449	0.110659999	0.704691617	-0.114646683	0.687448478	-1.615779006	-0.273817041	0.342025141	0.131436808	1.429642787	0.140339708	0.845667139	-1.257664936	-0.700022263	-0.835612336	-1.28597717	-0.045818519	0.528856732	0.862099873	0.640530484	-0.121298408	1.638866537	-0.795067095	0.245993573
0.571081895	1.971313708	1.260106025	0.923740683	-0.891219592		-1.621409027	-1.272604445	-0.235460335	0.555990918	0.612486653	0.793744534	1.14344649	-0.312204214	0.656770353	-0.428262847	-2.223176784	0.818023866	-0.641746065	-0.854890299	1.341610364	0.965721325	1.821977513	-0.944996993	1.384155195	-0.648733246	-0.397326542	0.242179144	-0.61240564	-1.026994312	-0.751532697	-1.088985765	0.26775161	-1.585229252	0.214522955	1.753559657	-0.326702273	-0.117743083	-0.770476717	0.424559457	-1.219971713	-0.155853562	0.622284592	-1.19558058	0.680428649	0.298050396
-0.946209442	-1.08440703	-1.037517209	-0.125501233	1.012925642	-1.36031796		2.334857695	0.051028917	-1.320106411	-0.350010554	-0.37595265	0.000898949	1.096294809	-0.383948861	0.495896631	2.85557854	-1.00128032	-0.565140741	1.112398561	-0.28626032	-0.217751256	-1.276621844	1.471477787	-0.859107274	0.688670381	0.381611744	0.095461041	1.0659153	1.066273619	1.207233665	0.278198696	-0.29687502	0.588754937	-1.32749374	-1.012437358	-0.405463353	-0.434076458	1.267750065	-1.027173368	1.007707446	0.072381949	-0.623319439	0.229137051	-1.39454817	-0.668933413
-1.639670898	-1.151065827	-0.294435746	0.371523253	2.149350642	-0.903237412	2.128558372		0.895845716	-1.239666763	-1.500397181	-1.230405731	0.264659924	1.840431841	-1.971825574	0.289613746	0.667894337	-0.312166529	0.490557563	0.821803972	-0.560488465	-0.106042576	-1.302711769	0.397687525	0.028106181	-0.020767687	0.937369019	-1.593434783	-0.081521325	0.150868921	0.225734209	1.135742985	0.527164904	0.897044969	-1.205750091	-0.983710719	-0.90265234	-0.591046578	0.146918094	0.452361228	0.807706085	0.575706457	0.45769787	1.430829984	-0.785079499	0.284899697
-1.176780386	0.057107337	-0.059831451	0.289518788	1.083354608	-0.14294467	0.181296015	0.287836062		-0.970321804	-0.774278849	-0.204045847	0.322020963	0.608446127	-0.933951764	2.734367438	0.113213314	0.408184381	1.983882667	1.967564132	0.197781069	0.336302019	0.201693452	-0.729390433	0.305029917	-1.034882589	2.061098722	-1.629771699	-1.034008984	-0.738370369	-0.917560076	-0.228807652	1.100097308	-0.510384698	-0.974547975	-0.325701799	-1.276720781	-1.517517488	-0.990984961	0.174145383	-0.66926378	1.519196049	0.150785049	0.154167443	-0.714576492	1.317556304
2.274489606	0.669212829	0.466172933	0.191513249	-0.695160536	0.535334585	-1.399346841	-1.478979082	-0.811370975		0.490582558	0.095033421	0.527277489	-0.633879829	1.512123793	-1.392709929	-1.453530135	0.676812068	-1.154338267	-1.79604868	0.493935434	0.714272937	0.498760758	-0.311997668	0.439281033	0.06471896	-1.601703984	1.219404541	0.248902884	-0.617730797	-0.282958216	-1.264165742	0.158679174	-0.593954224	2.247240963	0.709399724	1.280753418	1.11879888	-0.156002552	-0.491708831	-0.604158729	-0.4665975	0.829145778	-1.325109124	1.278847255	-0.209242626
0.498725655	0.936428471	0.055954113	-0.994460261	-1.867574162	0.802679457	-1.078587233	-1.559631106	-0.258784031	0.587632218		4.526749725	-0.235160847	-1.382852066	0.650310537	-0.099034366	-0.62971709	0.718126545	-0.612541275	-1.342524421	0.391860666	-0.193637671	0.783664933	0.361987036	-0.048148662	0.417665991	-0.822380095	0.453484255	0.290927658	0.367812881	0.274608584	-1.418804525	0.033343465	0.118484788	0.489936284	0.388901756	0.32071989	0.426226182	0.785593728	-1.024661881	0.154580751	-0.462438653	-0.068404324	-1.290115597	0.416911995	0.1361407
0.546283552	0.547823236	0.277396599	-0.669780492	-1.624728636	0.742732791	-1.1799679	-1.626325089	-0.340248052	0.516802197	4.80503565		-0.012157292	-0.982391166	0.465601041	-0.154139114	-0.665917861	0.55864922	-0.616044628	-1.244834109	0.297680277	-0.187999825	0.7925831	0.364758145	-0.44923358	0.350401236	-0.786169798	0.589205089	0.334344702	0.158182941	0.270375003	-1.497134169	-0.008767119	0.004668518	0.576597003	0.486599536	0.353781678	0.247683742	0.531221455	-0.80112345	0.052067079	-0.267334756	0.187201545	-1.59552877	0.562538529	0.089611941
-0.105935875	0.547471855	1.17034054	1.325191991	1.417838447	0.856883854	0.236695903	0.407061512	0.014605424	0.039904569	-0.556386719	-1.608551036		1.182132262	0.1011555	-0.74306137	-0.618016959	0.39692006	0.109032537	0.436984089	1.051584566	1.668649797	1.18356553	-1.721051596	1.126069401	-1.669793979	0.384336778	-0.693627324	-1.787881389	-1.229442527	-1.783511561	0.936770688	0.681004844	-1.065066479	0.059440953	1.034897035	-1.099723497	-1.074107246	-1.685973156	0.867411064	-1.402024048	0.050609612	0.630029296	0.379670681	0.248618367	0.299277607
-0.916350156	-0.209276399	-0.581532086	0.931440686	2.710223984	-0.895263604	2.427669569	2.356140412	0.520704924	-0.115501831	-1.712436028	-2.187091851	1.022916055		-0.274791618	0.069588156	0.258252026	-0.014328621	-0.074413088	0.706071988	0.603341386	0.325989189	-1.19421564	-0.298532381	0.765443738	-0.46052015	0.626647416	-1.325424952	-0.677665763	-0.57627822	-0.395986017	0.814299875	0.627960215	0.347815103	-0.588448258	-1.096294748	-1.148431703	-1.174372087	-0.883311851	-0.169590105	-0.121787952	0.824009738	0.608180059	-0.219533593	0.156480087	0.608204093
1.374491497	0.541573361	-0.146463154	-0.232496125	-0.920375049	0.417277286	-1.867103325	-1.561068483	-0.249263762	1.823421148	1.039838305	0.52996163	-0.105678632	-0.77812452		-1.245155479	-0.815405914	0.965280676	-0.660713918	-1.668138374	0.018326891	-0.099210779	0.441934495	0.117986474	0.089438572	0.193720299	-0.843879155	1.599115667	0.481965746	0.062463836	-0.037780673	-2.108310048	0.178931487	-0.464787904	1.546334986	0.587596548	0.841947674	0.777631747	0.344918859	-1.015415591	-0.20030242	-0.505868467	1.067609174	-2.112563313	2.050347308	0.545991416
-0.960838257	0.065345765	0.122011368	0.109908373	0.386842379	-0.128826343	-0.297973478	0.202498631	2.609774202	-0.883958715	0.147162978	0.578594871	-0.061609736	0.43528783	-1.153970121		0.028625039	0.432680998	2.239451451	1.926203796	0.024203418	0.077607113	-0.092750715	-0.805852317	0.256101098	-1.067361349	1.986220929	-1.474406988	-1.024528678	-0.81862618	-0.943189487	-0.523959749	1.137293684	-0.509531638	-1.096688297	-0.247655774	-1.198542389	-1.230991845	-1.10166942	0.302257096	-0.644490317	2.026386643	0.180568008	0.089025247	-0.654184193	1.557555067
0.257662903	-1.652886517	-1.051397183	-0.613397559	-0.250210511	-1.308916107	2.215570333	1.292969439	0.17593974	-0.640461212	0.201828798	-0.014447101	-0.913064479	0.433077866	-0.191610852	0.781218062		-1.508105875	-0.18165556	0.817955643	-1.018987182	-1.097367959	-1.506777699	1.780647987	-1.365049831	0.996076401	0.367941931	0.55403419	1.362881139	1.496601587	1.36722648	0.101912624	-0.785508869	0.93912452	-0.287852149	-1.125612428	0.656502448	0.834138228	1.249209408	-0.579543124	0.916015121	-0.153291817	-1.159620579	0.46199523	-1.291675464	-0.563090021
