	0.55310	0.19755	0.08480	0.07579	0.12126	0.58286	0.06093	0.09627	0.69617	0.25527	0.31753	0.12352	0.17530	0.67947	0.04918	0.08184	0.54058	0.43956	0.18417	0.60410	0.57142	0.05654	0.47538	0.01933	0.15853	0.15085	0.48770	0.56678	0.06826	0.14739	0.46033	0.54940	0.10988	0.41324	0.14597	0.45579	0.10831	0.11456	0.12021	0.03612	0.56513	0.18437	0.20364	0.54284	0.55173
0.64825		0.12157	0.18583	0.07976	0.31006	0.59254	0.25782	0.30412	0.63333	0.02001	0.26020	0.00618	0.46700	0.61048	0.24181	0.07482	0.25377	0.31123	0.11109	0.70540	0.62837	0.35950	0.72840	0.21416	0.03557	0.18039	0.66271	0.40707	0.18980	0.65015	0.64386	0.21028	0.12036	0.03056	0.02748	0.59288	0.08829	0.17807	0.54927	0.37339	0.31785	0.04070	0.01396	0.49042	0.66879
0.28097	0.00229		0.23156	0.10276	0.10328	0.20913	0.15164	0.21038	0.14771	0.22883	0.04588	0.22704	0.05115	0.23504	0.18891	0.21802	0.32205	0.13901	0.20229	0.11237	0.07460	0.15729	0.07224	0.32079	0.26387	0.22653	0.26036	0.33227	0.26661	0.02926	0.01113	0.36903	0.18157	0.34554	0.28824	0.08079	0.27277	0.17676	0.15666	0.17870	0.27062	0.22236	0.23891	0.21813	0.07269
0.04483	0.06353	0.01233		0.67165	0.71626	0.05695	0.69896	0.52471	0.20572	0.42488	0.33538	0.74328	0.52024	0.03924	0.48064	0.54242	0.44618	0.41865	0.35821	0.18585	0.17464	0.61232	0.11171	0.71864	0.76260	0.34776	0.00198	0.42579	0.83163	0.40343	0.51749	0.44162	0.65018	0.50530	0.45212	0.07113	0.81882	0.69026	0.62777	0.66042	0.29209	0.59089	0.73817	0.10178	0.14491
0.05888	0.00706	0.07966	0.62540		0.69943	0.10077	0.66358	0.52703	0.13106	0.38605	0.23913	0.62126	0.52082	0.26465	0.52957	0.48477	0.36062	0.34259	0.38385	0.10874	0.31970	0.65558	0.13868	0.49104	0.54804	0.37841	0.02747	0.28155	0.62686	0.45773	0.47810	0.32001	0.63148	0.44705	0.40554	0.25739	0.62617	0.66691	0.51770	0.57410	0.21310	0.52749	0.72421	0.17572	0.26874
0.09236	0.13563	0.04145	0.73563	0.77873		0.04108	0.78421	0.69871	0.23246	0.54619	0.39060	0.71184	0.38148	0.00006	0.54377	0.67795	0.45398	0.39745	0.27880	0.16902	0.11141	0.64244	0.06158	0.69753	0.75375	0.34906	0.01434	0.38393	0.75367	0.53078	0.47341	0.50278	0.63979	0.57944	0.46851	0.13937	0.73694	0.64590	0.72471	0.66982	0.39334	0.55518	0.79714	0.05605	0.12922
0.54816	0.37653	0.45759	0.04159	0.03110	0.13085		0.02914	0.08747	0.50564	0.20361	0.24307	0.15831	0.34884	0.51289	0.07256	0.18480	0.28435	0.30575	0.11172	0.57615	0.55573	0.20785	0.66914	0.14450	0.15964	0.19141	0.66116	0.43072	0.10359	0.55970	0.43723	0.39529	0.03206	0.24893	0.27345	0.39659	0.08461	0.00843	0.28414	0.11092	0.39365	0.23459	0.15238	0.60369	0.64740
0.00536	0.23259	0.04165	0.70758	0.60502	0.79895	0.10843		0.56217	0.13263	0.45852	0.23638	0.75350	0.41515	0.05218	0.72506	0.68175	0.37526	0.12669	0.31194	0.29896	0.26770	0.70236	0.11318	0.75047	0.73493	0.28911	0.01968	0.27163	0.83136	0.36158	0.45142	0.54323	0.73517	0.59595	0.60808	0.43283	0.79114	0.64861	0.58150	0.71412	0.41838	0.54979	0.63436	0.00053	0.18171
0.11388	0.23504	0.05178	0.48002	0.56285	0.67690	0.12687	0.52122		0.06561	0.45060	0.30797	0.51670	0.30481	0.11850	0.46549	0.52878	0.41398	0.27722	0.13514	0.22514	0.13359	0.51770	0.22491	0.48240	0.48198	0.36972	0.12347	0.22108	0.46503	0.51411	0.42442	0.44750	0.36132	0.61590	0.33466	0.20420	0.48047	0.49831	0.66368	0.65444	0.34509	0.55338	0.53272	0.20048	0.29165
0.64849	0.62443	0.00290	0.12933	0.20415	0.19316	0.46604	0.12856	0.12661		0.35488	0.46932	0.27568	0.20344	0.70632	0.02031	0.21452	0.58674	0.60300	0.10753	0.57951	0.66686	0.06818	0.55098	0.08778	0.29454	0.06825	0.55230	0.67331	0.14548	0.19468	0.39044	0.56217	0.14727	0.46246	0.31209	0.53825	0.19991	0.17868	0.04095	0.10076	0.62461	0.24839	0.35510	0.39484	0.65978
